phase,battery_id,chemistry,cycle_index,sample_index,normalized_time,elapsed_time_s,voltage_v,current_a,c_rate,temperature_k
charge,CS2_37,LCO,1,0,0.0,0.0,3.673816442489624,0.5499275922775269,1,298.0
charge,CS2_37,LCO,2,1,0.0101010101010101,50.02523341976507,3.7194918401561217,0.5500480320181669,1,298.0
charge,CS2_37,LCO,52,2,0.0202020202020202,106.72062128514372,3.727311594791389,0.5500279575872963,1,298.0
charge,CS2_37,LCO,75,3,0.0303030303030303,157.35324478885124,3.758469828292748,0.5499713890668113,1,298.0
charge,CS2_37,LCO,15,4,0.0404040404040404,204.9511327552692,3.781137682922202,0.5499275922775269,1,298.0
charge,CS2_37,LCO,72,5,0.0505050505050505,257.7063067610237,3.788921651671795,0.5499275922775269,1,298.0
charge,CS2_37,LCO,79,6,0.0606060606060606,316.5248902579805,3.786946381191356,0.5499275922775269,1,298.0
charge,CS2_37,LCO,86,7,0.0707070707070707,369.2802680351983,3.793486980917622,0.5499275922775269,1,298.0
charge,CS2_37,LCO,79,8,0.0808080808080808,422.0331870106407,3.7998700731773054,0.5501082539558411,1,298.0
charge,CS2_37,LCO,22,9,0.0909090909090909,461.1419392707943,3.8075405405279295,0.5498782788561628,1,298.0
charge,CS2_37,LCO,58,10,0.101010101010101,524.5099011955976,3.820977466642618,0.5499275922775269,1,298.0
charge,CS2_37,LCO,10,11,0.1111111111111111,563.6172469041744,3.8300319527544704,0.5500680859138483,1,298.0
charge,CS2_37,LCO,80,12,0.1212121212121212,633.0404295618082,3.8231660656187896,0.5499439479507433,1,298.0
charge,CS2_37,LCO,29,13,0.1313131313131313,646.3840437423347,3.845435512221913,0.5501082539558411,1,298.0
charge,CS2_37,LCO,32,14,0.1414141414141414,704.5958882672925,3.845132219652766,0.5499275922775269,1,298.0
charge,CS2_37,LCO,16,15,0.1515151515151515,764.0237187402972,3.853270310131326,0.5498454875369877,1,298.0
charge,CS2_37,LCO,20,16,0.1616161616161616,824.6619863712718,3.85235952889018,0.5500225017786602,1,298.0
charge,CS2_37,LCO,82,17,0.1717171717171717,896.8207449628719,3.853584748258671,0.5501082539558411,1,298.0
charge,CS2_37,LCO,48,18,0.1818181818181818,944.1033038220908,3.86568649378492,0.5498452767250621,1,298.0
charge,CS2_37,LCO,66,19,0.1919191919191919,1002.3277946328044,3.867127754564746,0.5499987443710448,1,298.0
charge,CS2_37,LCO,70,20,0.202020202020202,1030.8282378534643,3.87886920423086,0.5499275922775269,1,298.0
charge,CS2_37,LCO,80,21,0.2121212121212121,1107.820751733164,3.8737038326284754,0.5499275922775269,1,298.0
charge,CS2_37,LCO,72,22,0.2222222222222222,1133.9077497485043,3.88541928527446,0.5501082539558411,1,298.0
charge,CS2_37,LCO,51,23,0.2323232323232323,1206.3726632008709,3.8890230595069593,0.5497816038921892,1,298.0
charge,CS2_37,LCO,25,24,0.2424242424242424,1215.1576300902068,3.89449362662385,0.5499275922775269,1,298.0
charge,CS2_37,LCO,79,25,0.2525252525252525,1318.853709408252,3.887771570788556,0.5501082539558411,1,298.0
charge,CS2_37,LCO,82,26,0.2626262626262626,1371.60819817851,3.8905724712197984,0.5501082539558411,1,298.0
charge,CS2_37,LCO,62,27,0.2727272727272727,1407.973553429318,3.899575029080432,0.5499275922775269,1,298.0
charge,CS2_37,LCO,69,28,0.2828282828282829,1443.1593118934577,3.904839677778015,0.5499275922775269,1,298.0
charge,CS2_37,LCO,82,29,0.2929292929292929,1529.8706825837226,3.898208686719336,0.5499275922775269,1,298.0
charge,CS2_37,LCO,30,30,0.303030303030303,1500.7565668218588,3.9102478732348858,0.5497469871883681,1,298.0
charge,CS2_37,LCO,34,31,0.3131313131313131,1569.5860627619743,3.909263646519789,0.5499275922775269,1,298.0
charge,CS2_37,LCO,42,32,0.3232323232323232,1697.8350349799723,3.9098469717006217,0.5499513192083914,1,298.0
charge,CS2_37,LCO,18,33,0.3333333333333333,1680.852049112194,3.91705863450532,0.5501081911162082,1,298.0
charge,CS2_37,LCO,40,34,0.3434343434343435,1721.4875491412283,3.917250718998836,0.5499275922775269,1,298.0
charge,CS2_37,LCO,62,35,0.3535353535353536,1825.1509025935609,3.919373255733064,0.5499275922775269,1,298.0
charge,CS2_37,LCO,88,36,0.3636363636363636,1920.9722393107832,3.9224102335447073,0.5499275922775269,1,298.0
charge,CS2_37,LCO,51,37,0.3737373737373737,1940.686458192705,3.9245037829654015,0.5500462107895486,1,298.0
charge,CS2_37,LCO,72,38,0.3838383838383838,1958.56793138378,3.927684368069952,0.5499731761706743,1,298.0
charge,CS2_37,LCO,72,39,0.393939393939394,2010.109192735985,3.9304689119716367,0.5501082539558411,1,298.0
charge,CS2_37,LCO,97,40,0.4040404040404041,2158.677624041736,3.9261711769316863,0.5500936563033442,1,298.0
charge,CS2_37,LCO,87,41,0.4141414141414142,2187.7736360916992,3.933906389222855,0.5500682174975638,1,298.0
charge,CS2_37,LCO,5,42,0.4242424242424242,2202.9458132774053,3.9346266111849166,0.549998763797164,1,298.0
charge,CS2_37,LCO,51,43,0.4343434343434343,2255.3923703320625,3.94077889388994,0.5500571528950121,1,298.0
charge,CS2_37,LCO,69,44,0.4444444444444445,2267.821775832576,3.946428326988137,0.5500279600332847,1,298.0
charge,CS2_37,LCO,12,45,0.4545454545454546,2292.0705544004823,3.9498152709912766,0.5500426007394105,1,298.0
charge,CS2_37,LCO,4,46,0.4646464646464647,2370.898273118841,3.95142045404044,0.5499275922775269,1,298.0
charge,CS2_37,LCO,2,47,0.4747474747474748,2351.185970728958,3.95738422199114,0.5498672798255644,1,298.0
charge,CS2_37,LCO,53,48,0.4848484848484848,2561.3033689015097,3.9497621104609215,0.5500479846463706,1,298.0
charge,CS2_37,LCO,40,49,0.494949494949495,2480.9673502329465,3.959257231652152,0.5498655473236254,1,298.0
charge,CS2_37,LCO,80,50,0.5050505050505051,2637.668456507534,3.956047715734929,0.5500864478399089,1,298.0
charge,CS2_37,LCO,59,51,0.5151515151515152,2705.906011461355,3.960115080716253,0.5497742522847342,1,298.0
charge,CS2_37,LCO,3,52,0.5252525252525253,2695.9041470376105,3.967004879718593,0.5499604447170031,1,298.0
charge,CS2_37,LCO,60,53,0.5353535353535354,2812.0376081198165,3.965311597092544,0.5499841189540956,1,298.0
charge,CS2_37,LCO,63,54,0.5454545454545455,2799.5916933120147,3.973492165763417,0.5500588971266465,1,298.0
charge,CS2_37,LCO,28,55,0.5555555555555556,2801.4062819068854,3.9786268059711536,0.5499275922775269,1,298.0
charge,CS2_37,LCO,62,56,0.5656565656565657,2920.241444149697,3.980270658043955,0.5499804882133112,1,298.0
charge,CS2_37,LCO,94,57,0.5757575757575758,3041.548610535476,3.9815995097121664,0.5499878146811464,1,298.0
charge,CS2_37,LCO,79,58,0.5858585858585859,3059.740605827145,3.983416904864801,0.5500972503426128,1,298.0
charge,CS2_37,LCO,46,59,0.595959595959596,3148.265872862567,3.98590499954478,0.5499477326586062,1,298.0
charge,CS2_37,LCO,63,60,0.6060606060606061,3110.6574370133494,3.994072046562677,0.5500426329210988,1,298.0
charge,CS2_37,LCO,35,61,0.6161616161616162,3107.0354604789804,3.999470701391776,0.5499275922775269,1,298.0
charge,CS2_37,LCO,73,62,0.6262626262626263,3214.3576418281573,4.0028860370344885,0.5499439644656465,1,298.0
charge,CS2_37,LCO,94,63,0.6363636363636365,3361.7116221707893,4.00381567093433,0.5499275922775269,1,298.0
charge,CS2_37,LCO,37,64,0.6464646464646465,3259.85165271148,4.010641051503749,0.5499275922775269,1,298.0
charge,CS2_37,LCO,82,65,0.6565656565656566,3429.0204954462747,4.009919049789903,0.5498345883470018,1,298.0
charge,CS2_37,LCO,79,66,0.6666666666666667,3481.773792837786,4.014679489498476,0.5499275298797094,1,298.0
charge,CS2_37,LCO,74,67,0.6767676767676768,3514.189698169609,4.020999781972455,0.5500790599172722,1,298.0
charge,CS2_37,LCO,88,68,0.686868686868687,3628.5031186981455,4.025437430274142,0.5497669709846587,1,298.0
charge,CS2_37,LCO,85,69,0.696969696969697,3640.037139038536,4.027270579376533,0.5498455304418682,1,298.0
charge,CS2_37,LCO,15,70,0.7070707070707072,3586.6448232172106,4.035584599401063,0.5500169044066828,1,298.0
charge,CS2_37,LCO,61,71,0.7171717171717172,3724.010159851533,4.036918369899939,0.5497469305992126,1,298.0
charge,CS2_37,LCO,3,72,0.7272727272727273,3732.790357436692,4.042543457253236,0.5499275922775269,1,298.0
charge,CS2_37,LCO,6,73,0.7373737373737375,3851.040917576487,4.046327299880444,0.5499823873489109,1,298.0
charge,CS2_37,LCO,54,74,0.7474747474747475,3903.77501112493,4.050676274435919,0.5502668782772032,1,298.0
charge,CS2_37,LCO,88,75,0.7575757575757577,4002.025498564132,4.0566807038508825,0.549987761970559,1,298.0
charge,CS2_37,LCO,17,76,0.7676767676767677,3871.065473109632,4.062920982097216,0.5497469305992126,1,298.0
charge,CS2_37,LCO,30,77,0.7777777777777778,3851.94185484277,4.069328107806553,0.5500480851478309,1,298.0
charge,CS2_37,LCO,18,78,0.787878787878788,3972.923025174277,4.073573491489427,0.5499770128359568,1,298.0
charge,CS2_37,LCO,46,79,0.797979797979798,4215.474643324454,4.07466247960728,0.5500078985032942,1,298.0
charge,CS2_37,LCO,90,80,0.8080808080808082,4317.353032861009,4.080370709456459,0.5500790563513986,1,298.0
charge,CS2_37,LCO,58,81,0.8181818181818182,4248.530199684341,4.088110158920531,0.5500097075843926,1,298.0
charge,CS2_37,LCO,2,82,0.8282828282828284,4102.069140420736,4.095329398138326,0.5499877799516892,1,298.0
charge,CS2_37,LCO,34,83,0.8383838383838385,4202.440103523996,4.098061299715022,0.5499275922775269,1,298.0
charge,CS2_37,LCO,25,84,0.8484848484848485,4253.051705315724,4.104331538704487,0.5498563654463104,1,298.0
charge,CS2_37,LCO,29,85,0.8585858585858587,4226.357209084496,4.112166538666755,0.5499275922775269,1,298.0
