phase,battery_id,chemistry,cycle_index,sample_index,normalized_time,elapsed_time_s,voltage_v,current_a,c_rate,temperature_k
charge,nca_k4_278k,NCA,1,0,0.0,0.0,3.6296350955963135,0.8126707077026367,0.05,278.15
charge,nca_k4_278k,NCA,2,1,0.0101010101010101,173.8255086464647,3.544763046215744,0.8126167244977791,1.0,278.15
charge,nca_k4_278k,NCA,3,2,0.0202020202020202,324.984749010101,3.578888066389904,0.8126289984680135,2.0,278.15
charge,nca_k4_278k,NCA,4,3,0.0303030303030303,80.05721478787879,4.174970403293463,0.812679118974608,3.0,278.15
charge,nca_k4_278k,NCA,3,4,0.0404040404040404,649.969498020202,3.6009098983987853,0.8126300545558804,2.0,278.15
charge,nca_k4_278k,NCA,2,5,0.0505050505050505,869.1275432323235,3.569313040650348,0.8126479855400293,1.0,278.15
charge,nca_k4_278k,NCA,2,6,0.0606060606060606,1042.953051878788,3.5786082490291307,0.8126085279164663,1.0,278.15
charge,nca_k4_278k,NCA,4,7,0.0707070707070707,186.80016783838389,4.189204001008742,0.812629088399581,3.0,278.15
charge,nca_k4_278k,NCA,1,8,0.0808080808080808,1116.2398910707072,3.701605471276808,0.8126152266765215,0.05,278.15
charge,nca_k4_278k,NCA,1,9,0.0909090909090909,1255.7698774545454,3.706916835491607,0.8125810697438616,0.05,278.15
charge,nca_k4_278k,NCA,3,10,0.101010101010101,1624.9237450505052,3.6421445431920736,0.8125906930083457,2.0,278.15
charge,nca_k4_278k,NCA,2,11,0.1111111111111111,1912.080595111112,3.626691801939994,0.8126004085807217,1.0,278.15
charge,nca_k4_278k,NCA,2,12,0.1212121212121212,2085.906103757576,3.633510845222053,0.8126114610066093,1.0,278.15
charge,nca_k4_278k,NCA,2,13,0.1313131313131313,2259.731612404041,3.639427599221833,0.8125933705677961,1.0,278.15
charge,nca_k4_278k,NCA,3,14,0.1414141414141414,2274.8932430707077,3.664720546806788,0.8126460536909713,2.0,278.15
charge,nca_k4_278k,NCA,4,15,0.1515151515151515,400.286073939394,4.20005201824949,0.7032742160846761,3.0,278.15
charge,nca_k4_278k,NCA,3,16,0.1616161616161616,2599.877992080808,3.677014977586756,0.8125934821478333,2.0,278.15
charge,nca_k4_278k,NCA,2,17,0.1717171717171717,2955.0336469899,3.6621704045740286,0.8125856151181827,1.0,278.15
charge,nca_k4_278k,NCA,1,18,0.1818181818181818,2511.539754909091,3.7633415890829034,0.8125760116918698,0.05,278.15
charge,nca_k4_278k,NCA,3,19,0.1919191919191919,3087.3551155959594,3.6962916168741216,0.8125733104058436,2.0,278.15
charge,nca_k4_278k,NCA,2,20,0.202020202020202,3476.5101729292937,3.6807253342985566,0.8125840408806815,1.0,278.15
charge,nca_k4_278k,NCA,4,21,0.2121212121212121,560.4005035151515,4.200000943430551,0.5818672306938755,3.0,278.15
charge,nca_k4_278k,NCA,4,22,0.2222222222222222,587.0862417777778,4.200049106267717,0.5641255721942847,3.0,278.15
charge,nca_k4_278k,NCA,2,23,0.2323232323232323,3997.986698868688,3.700869011869493,0.8125967394823281,1.0,278.15
charge,nca_k4_278k,NCA,4,24,0.2424242424242424,640.4577183030303,4.199953030792364,0.529618356285585,3.0,278.15
charge,nca_k4_278k,NCA,4,25,0.2525252525252525,667.1434565656566,4.200080227916773,0.513070507000244,3.0,278.15
charge,nca_k4_278k,NCA,1,26,0.2626262626262626,3627.7796459797983,3.825137921570241,0.8125962025901005,0.05,278.15
