phase,battery_id,chemistry,cycle_index,sample_index,normalized_time,elapsed_time_s,voltage_v,current_a,c_rate,temperature_k
charge,G60C2,NMC,1,0,0.0,0.0,3.4703,0.168520004272461,0.675,303.0
charge,G60C2,NMC,2,1,0.0101010101010101,62.44444444444445,3.604675555555556,0.1686171166314018,0.675,303.0
charge,G60C2,NMC,52,2,0.0202020202020202,114.66666666666669,3.68128,0.1686973398844399,0.675,303.0
charge,G60C2,NMC,75,3,0.0303030303030303,176.33333333333334,3.678046666666667,0.1686593393961587,0.675,303.0
charge,G60C2,NMC,15,4,0.0404040404040404,235.3131313131313,3.709362626262626,0.168710006713867,0.675,303.0
charge,G60C2,NMC,72,5,0.0505050505050505,288.8383838383839,3.706290909090909,0.1685641462537977,0.675,303.0
charge,G60C2,NMC,79,6,0.0606060606060606,349.0909090909091,3.716990909090909,0.1686754608154295,0.675,303.0
charge,G60C2,NMC,86,7,0.0707070707070707,398.08080808080814,3.736669696969697,0.168520004272461,0.675,303.0
charge,G60C2,NMC,79,8,0.0808080808080808,465.4545454545455,3.7320545454545457,0.168710006713867,0.675,303.0
charge,G60C2,NMC,22,9,0.0909090909090909,529.0909090909091,3.7456054545454553,0.1687065521240232,0.675,303.0
charge,G60C2,NMC,58,10,0.101010101010101,572.5252525252525,3.7599030303030303,0.168614045884874,0.675,303.0
charge,G60C2,NMC,10,11,0.1111111111111111,660.0000000000001,3.7599,0.168710006713867,0.675,303.0
charge,G60C2,NMC,80,12,0.1212121212121212,688.7272727272727,3.767447272727273,0.168520004272461,0.675,303.0
charge,G60C2,NMC,29,13,0.1313131313131313,753.6060606060606,3.784832727272728,0.168710006713867,0.675,303.0
charge,G60C2,NMC,32,14,0.1414141414141414,808.7474747474749,3.7952745454545456,0.1685676008436414,0.675,303.0
charge,G60C2,NMC,16,15,0.1515151515151515,885.3030303030303,3.7971545454545454,0.168710006713867,0.675,303.0
charge,G60C2,NMC,20,16,0.1616161616161616,938.9898989898992,3.8080181818181815,0.168710006713867,0.675,303.0
charge,G60C2,NMC,82,17,0.1717171717171717,965.5656565656568,3.827413131313131,0.1685794999864366,0.675,303.0
charge,G60C2,NMC,48,18,0.1818181818181818,1034.5454545454545,3.828918181818182,0.1685372772216797,0.675,303.0
charge,G60C2,NMC,66,19,0.1919191919191919,1083.959595959596,3.840291919191919,0.168520004272461,0.675,303.0
charge,G60C2,NMC,70,20,0.202020202020202,1135.3535353535356,3.851670707070707,0.1686965721978079,0.675,303.0
charge,G60C2,NMC,80,21,0.2121212121212121,1205.2727272727273,3.851049090909091,0.168520004272461,0.675,303.0
charge,G60C2,NMC,72,22,0.2222222222222222,1270.888888888889,3.8545777777777777,0.1686762285020615,0.675,303.0
charge,G60C2,NMC,51,23,0.2323232323232323,1320.0606060606062,3.8833109090909095,0.168520004272461,0.675,303.0
charge,G60C2,NMC,25,24,0.2424242424242424,1406.7878787878788,3.8900145454545454,0.168710006713867,0.675,303.0
charge,G60C2,NMC,79,25,0.2525252525252525,1454.5454545454545,3.885290909090909,0.1685372772216797,0.675,303.0
charge,G60C2,NMC,82,26,0.2626262626262626,1476.7474747474748,3.9206945454545457,0.168710006713867,0.675,303.0
charge,G60C2,NMC,62,27,0.2727272727272727,1535.4545454545455,3.927354545454545,0.168520004272461,0.675,303.0
charge,G60C2,NMC,69,28,0.2828282828282829,1603.636363636364,3.926327272727273,0.1685338226318359,0.675,303.0
charge,G60C2,NMC,82,29,0.2929292929292929,1647.1414141414143,3.9459769696969698,0.168520004272461,0.675,303.0
charge,G60C2,NMC,30,30,0.303030303030303,1738.4848484848485,3.950018181818182,0.168710006713867,0.675,303.0
charge,G60C2,NMC,34,31,0.3131313131313131,1829.0,3.94176,0.1686720062255857,0.675,303.0
charge,G60C2,NMC,42,32,0.3232323232323232,1867.3131313131316,3.956377575757576,0.168520004272461,0.675,303.0
charge,G60C2,NMC,18,33,0.3333333333333333,1941.0,3.96644,0.168710006713867,0.675,303.0
charge,G60C2,NMC,40,34,0.3434343434343435,1971.313131313132,3.974257575757576,0.168520004272461,0.675,303.0
charge,G60C2,NMC,62,35,0.3535353535353536,1990.4040404040409,3.985924242424242,0.1685353580050999,0.675,303.0
